N,P,K,temperature,humidity,ph,rainfall,label
37,8,7,29,71,6.56,772,Tobacco
5,39,14,28,66,6.73,1073,Paddy
33,14,19,26,66,6.97,1351,Paddy
42,27,16,34,67,6.96,1098,Sugarcane
27,20,17,26,58,7.43,766,Barley
16,17,1,37,55,7.25,790,Cotton
10,15,15,28,67,7.67,1114,Cotton
34,0,2,26,69,6.29,1030,Ground Nuts
4,27,17,33,60,7.12,1652,Sugarcane
13,7,3,26,57,6.7,627,Wheat
24,31,1,37,70,6.89,738,Maize
26,30,17,26,53,6.55,1105,Ground Nuts
38,31,14,34,54,7.7,802,Wheat
29,16,16,31,58,6.09,563,Pulses
9,23,10,35,53,6.43,1193,Sugarcane
17,24,15,32,58,6.34,1059,Paddy
41,42,15,35,55,7.46,668,Pulses
39,38,17,27,64,7.26,786,Cotton
20,27,10,33,52,6.01,1236,Paddy
9,18,15,37,54,6.5,763,Barley
31,7,5,25,69,7.43,695,Oil seeds
33,34,8,34,65,6.59,891,Pulses
17,18,15,34,56,6.07,397,Barley
16,5,12,28,67,7.49,553,Barley
32,29,9,36,68,8.16,763,Cotton
38,5,11,37,62,7.83,1101,Cotton
14,5,9,29,67,6.49,1108,Paddy
9,42,2,37,66,6.47,835,Pulses
16,17,15,27,66,7.12,1241,Sugarcane
18,22,11,29,70,6.79,736,Maize
12,41,7,28,60,7.14,641,Ground Nuts
20,39,16,37,60,7.29,1329,Sugarcane
12,9,17,37,58,5.96,968,Tobacco
37,22,16,32,55,7.8,807,Cotton
39,26,11,27,51,7.24,419,Pulses
22,1,19,35,51,7.05,638,Maize
20,35,1,27,66,6.68,568,Wheat
20,29,19,27,50,6.05,605,Pulses
33,10,1,27,61,7.66,845,Wheat
8,9,0,30,66,7.81,660,Oil seeds
42,30,14,26,62,5.62,1259,Paddy
33,28,15,36,50,7.07,774,Pulses
30,23,5,38,51,7.5,521,Maize
32,39,10,30,72,6.47,628,Maize
26,41,6,27,67,6.21,751,Barley
10,25,16,25,59,6.65,1145,Sugarcane
29,2,7,30,68,7.12,1068,Cotton
35,7,15,37,51,6.24,1086,Ground Nuts
17,32,15,28,63,7.4,1694,Sugarcane
19,30,3,30,63,6.88,700,Ground Nuts
9,0,17,38,62,7.01,1179,Sugarcane
42,29,9,33,60,7.37,614,Barley
42,30,10,27,59,6.99,366,Millets
15,17,10,38,67,6.37,1451,Sugarcane
30,39,6,32,50,7.77,1183,Cotton
39,34,9,30,51,6.58,1360,Sugarcane
24,30,2,36,52,6.79,681,Pulses
8,6,3,28,65,7.22,1100,Cotton
8,37,13,32,65,6.07,486,Wheat
8,21,15,35,62,6.86,729,Pulses
39,15,11,31,70,6.64,1582,Sugarcane
11,30,12,31,56,6.4,685,Tobacco
22,6,13,33,56,6.52,613,Maize
28,40,13,26,64,7.29,875,Cotton
11,3,4,38,69,7.32,730,Barley
6,33,8,33,65,6.66,927,Tobacco
10,23,2,25,60,6.07,516,Wheat
26,14,1,27,54,6.04,930,Wheat
17,40,6,28,58,6.62,797,Wheat
13,14,10,30,64,6.12,785,Maize
9,36,5,31,71,6.65,1476,Paddy
14,14,8,33,63,6.48,572,Pulses
10,34,8,38,68,6.33,960,Ground Nuts
42,22,15,25,59,6.58,1129,Paddy
32,34,7,33,60,7.43,1804,Sugarcane
12,25,11,34,72,5.83,919,Tobacco
36,28,19,29,58,6.34,579,Maize
37,14,19,34,72,7.09,689,Maize
29,16,14,30,68,6.04,1457,Sugarcane
7,25,11,31,72,6.44,787,Pulses
13,6,19,31,63,6.22,688,Tobacco
17,0,3,27,61,6.18,710,Tobacco
32,7,17,29,50,6.11,1721,Sugarcane
17,17,2,35,67,7.37,784,Oil seeds
23,21,13,38,54,6.55,744,Ground Nuts
18,40,11,29,70,6.78,445,Barley
34,0,2,35,58,6.34,652,Tobacco
18,28,19,28,64,7.38,471,Millets
30,18,1,29,54,6.37,1439,Paddy
28,35,12,30,69,7.24,451,Millets
26,29,11,32,68,7.2,474,Millets
15,5,2,35,57,7.72,972,Wheat
13,13,5,36,64,5.58,608,Tobacco
26,32,15,38,50,6.13,522,Barley
33,13,10,38,60,6.39,653,Tobacco
26,3,14,30,51,6.32,679,Barley
20,2,0,31,52,7.75,1090,Cotton
14,2,0,33,59,6.54,324,Millets
5,37,4,32,68,7.17,665,Oil seeds
16,33,1,33,56,6.87,516,Wheat
17,5,13,27,66,6.99,330,Millets
41,26,13,32,65,6.39,492,Pulses
32,21,5,30,50,6.08,431,Millets
26,27,19,34,50,6.55,536,Pulses
39,37,13,33,65,6.97,380,Barley
26,38,9,25,57,7.4,539,Millets
29,34,18,31,65,5.53,1024,Paddy
8,23,16,28,58,6.91,587,Maize
5,13,18,38,50,6.77,354,Millets
42,6,1,26,61,6.21,1122,Paddy
16,32,15,29,55,6.28,930,Tobacco
36,4,0,36,52,6.27,671,Pulses
39,27,16,27,56,6.12,1042,Sugarcane
14,13,10,32,57,6.57,686,Barley
25,15,9,29,59,7.56,565,Wheat
33,2,1,37,64,7.32,623,Pulses
38,35,18,36,58,7.33,1467,Sugarcane
17,32,10,35,69,7.4,764,Wheat
16,11,0,35,54,6.51,591,Wheat
26,0,3,38,63,5.98,1339,Paddy
33,13,15,26,52,7.8,784,Cotton
41,33,9,37,65,7.09,1075,Cotton
7,33,12,30,71,6.55,501,Millets
42,8,15,27,66,7.07,1119,Ground Nuts
24,10,17,28,66,7.29,349,Millets
18,8,8,25,53,6.18,613,Barley
38,22,17,33,56,7.12,314,Barley
4,3,8,34,54,6.33,1078,Sugarcane
33,10,13,36,68,7.01,804,Pulses
25,11,9,32,66,6.86,641,Oil seeds
21,30,11,34,65,6.05,391,Millets
23,27,10,25,62,7.45,839,Wheat
6,31,11,38,66,7.26,1877,Sugarcane
25,39,11,32,54,6.09,752,Maize
19,30,13,28,57,7.17,804,Ground Nuts
22,8,9,31,59,6.08,536,Barley
38,40,13,27,72,6.29,384,Barley
11,6,10,33,58,7.18,623,Wheat
22,39,0,29,61,6.93,1072,Paddy
7,36,5,30,59,7.41,575,Barley
14,28,15,36,56,6.43,711,Wheat
15,6,6,27,70,7.3,567,Millets
28,35,8,33,50,5.83,955,Tobacco
17,22,1,33,61,6.5,682,Pulses
37,15,16,25,53,6.61,1372,Paddy
31,19,15,28,56,6.35,585,Wheat
40,39,5,25,64,5.89,834,Tobacco
40,16,0,32,69,6.62,1983,Sugarcane
10,13,19,32,54,6.25,1451,Paddy
30,1,14,38,67,6.13,782,Maize
30,37,18,31,59,6.35,349,Millets
11,11,15,35,59,6.98,1459,Paddy
21,7,8,33,59,6.87,512,Maize
10,7,19,33,71,6.36,1094,Paddy
16,32,11,36,71,6.85,732,Maize
25,0,15,25,64,7.31,952,Cotton
16,37,5,33,56,7.1,1128,Ground Nuts
32,9,11,36,67,6.81,481,Millets
7,21,18,27,63,6.2,1633,Sugarcane
36,9,5,29,68,6.03,652,Maize
22,24,16,26,56,6.59,561,Wheat
10,17,10,26,60,7.11,760,Barley
19,19,10,26,64,6.53,564,Millets
28,36,11,32,61,6.82,1227,Sugarcane
15,40,2,35,66,6.92,680,Oil seeds
32,25,19,35,68,6.33,888,Wheat
25,31,11,38,67,7.2,961,Cotton
26,30,19,30,62,6.88,522,Maize
33,14,16,33,59,6.74,664,Maize
24,30,6,38,63,6.99,334,Millets
11,10,8,29,53,7.47,437,Pulses
23,29,0,26,54,6.21,776,Tobacco
30,23,12,27,58,7.63,507,Oil seeds
7,36,8,25,65,6.52,1459,Paddy
37,30,2,27,57,6.13,611,Ground Nuts
24,37,11,35,59,7,1094,Ground Nuts
17,33,12,25,62,7.62,972,Cotton
5,2,16,37,68,6.1,1629,Sugarcane
4,12,3,29,67,6.57,1187,Paddy
6,10,18,27,61,6.36,665,Ground Nuts
5,36,12,35,63,7.61,604,Wheat
8,41,19,37,71,6.16,821,Pulses
35,5,15,28,68,7.34,1108,Sugarcane
35,24,17,34,62,6.22,763,Ground Nuts
28,20,0,28,59,7.22,711,Barley
18,14,16,35,62,7.12,353,Barley
42,11,0,34,58,6.53,1013,Paddy
25,40,6,26,69,6.24,643,Maize
33,0,3,26,65,6.46,1324,Sugarcane
30,36,6,36,65,6.7,597,Ground Nuts
13,5,4,38,52,7.16,661,Pulses
4,1,18,26,65,7.16,1072,Ground Nuts
42,13,8,25,51,7.16,447,Wheat
22,11,0,30,57,7.57,582,Wheat
11,30,2,36,51,6.91,984,Wheat
37,0,2,28,65,5.58,1047,Paddy
7,3,14,29,60,6.94,509,Oil seeds
29,24,7,32,57,7.49,794,Maize
10,28,4,38,70,6.15,596,Barley
17,11,7,26,57,7.2,798,Oil seeds
22,18,13,36,70,6.5,749,Maize
38,1,4,33,53,6.09,596,Ground Nuts
4,7,17,35,51,7.05,551,Millets
34,17,16,32,72,6.85,371,Millets
19,17,17,34,50,7.22,1186,Cotton
41,25,3,36,56,5.8,630,Tobacco
38,31,10,31,56,6.59,767,Ground Nuts
24,17,18,36,55,7.14,553,Barley
13,24,3,36,70,6.25,940,Ground Nuts
6,28,15,25,50,7.69,568,Oil seeds
40,42,0,35,61,7.35,529,Oil seeds
10,15,14,37,52,5.72,701,Tobacco
17,10,5,35,59,6.14,860,Tobacco
39,29,19,33,66,7.07,1621,Sugarcane
34,36,11,29,56,6.71,519,Barley
24,30,16,27,57,6.6,697,Maize
11,33,17,33,63,5.69,996,Tobacco
4,21,10,38,51,6.17,1142,Paddy
13,21,3,38,62,6.15,1101,Paddy
40,30,16,28,66,8.07,826,Cotton
22,42,4,35,61,6.95,917,Wheat
9,27,4,37,55,6.35,830,Wheat
42,24,16,35,67,6.35,601,Ground Nuts
31,24,7,34,67,6.79,567,Maize
15,25,5,33,52,7.89,1071,Cotton
7,38,15,35,62,6.44,1211,Sugarcane
10,33,11,26,60,6.98,1322,Sugarcane
4,21,2,26,71,6.11,686,Maize
5,12,7,38,55,7.06,1024,Sugarcane
42,38,10,31,69,7.1,1344,Sugarcane
26,22,2,35,68,6.51,803,Tobacco
17,15,15,34,54,6.97,1664,Sugarcane
12,1,13,29,64,7.38,691,Wheat
31,33,6,25,69,6.94,977,Ground Nuts
18,6,17,37,56,7.41,451,Millets
6,15,1,29,66,7.64,731,Cotton
20,30,8,30,59,5.81,639,Tobacco
25,12,5,34,56,7.32,791,Wheat
19,39,17,30,68,7.25,748,Wheat
6,13,18,27,52,6.73,790,Oil seeds
13,33,7,31,66,6.84,1481,Paddy
34,42,3,28,72,6.45,1188,Paddy
41,38,15,31,64,6.05,1124,Paddy
40,8,2,37,59,7.65,599,Oil seeds
17,34,3,30,66,7.15,608,Oil seeds
40,25,1,32,53,6.1,1232,Paddy
14,25,3,25,51,6.22,483,Millets
14,7,19,30,51,6.17,950,Wheat
39,5,13,35,55,7.19,694,Barley
9,27,3,38,72,6.18,543,Maize
18,4,4,35,62,6.44,713,Barley
23,42,6,31,60,6.42,402,Wheat
11,40,7,37,64,6.78,1493,Paddy
23,9,6,26,63,6.25,414,Millets
24,6,3,30,61,6.22,728,Maize
35,0,11,31,72,7.37,772,Pulses
27,14,10,28,51,6.14,542,Wheat
35,13,9,36,54,6.77,362,Barley
6,0,13,35,54,6.17,1120,Paddy
4,38,9,25,65,5.98,992,Tobacco
38,11,0,28,65,6.42,681,Barley
29,18,3,29,55,6.15,511,Maize
16,6,11,36,59,6.62,836,Ground Nuts
37,26,4,33,71,6.23,453,Wheat
24,9,13,36,64,6.93,646,Wheat
8,17,1,36,51,6.37,416,Pulses
42,10,14,33,69,6.52,1112,Ground Nuts
29,29,12,36,56,7.78,471,Oil seeds
37,40,16,32,58,6.27,843,Pulses
35,42,18,36,66,7.05,777,Ground Nuts
37,24,1,37,67,6.12,553,Millets
18,5,4,27,72,7.13,483,Barley
21,18,19,34,54,6.47,1421,Sugarcane
13,33,7,36,63,5.96,677,Tobacco
11,42,6,37,53,6.71,1408,Sugarcane
23,29,11,29,52,6.54,754,Maize
23,23,19,31,54,6.03,357,Millets
30,4,11,26,51,7.45,515,Maize
26,30,3,26,54,6.54,757,Ground Nuts
42,18,17,36,52,7.66,506,Wheat
34,29,18,38,68,6.47,1468,Paddy
27,17,14,31,51,6.81,859,Ground Nuts
21,4,2,32,67,6.26,892,Ground Nuts
42,41,13,27,53,6.29,579,Maize
27,6,19,29,64,6.53,690,Oil seeds
37,37,5,30,52,6.02,503,Pulses
19,36,16,30,66,7.3,490,Millets
4,14,3,35,60,6.62,960,Wheat
18,39,7,27,67,6.46,640,Pulses
13,3,1,27,61,6.56,1151,Paddy
36,33,2,34,54,7.87,511,Oil seeds
26,36,8,27,59,6.61,564,Wheat
20,14,12,36,50,6.11,873,Tobacco
13,37,11,27,55,6.32,1205,Sugarcane
30,4,3,27,50,6.09,790,Tobacco
37,5,17,31,52,6.8,1021,Paddy
16,28,8,26,61,7.39,408,Oil seeds
41,21,15,34,72,7.79,978,Wheat
25,22,1,30,55,7.26,507,Maize
27,32,5,26,68,5.5,1062,Paddy
36,13,14,25,72,7.72,602,Wheat
5,4,11,28,68,6.13,562,Maize
20,23,4,32,55,5.55,690,Tobacco
36,38,8,31,60,6.99,1107,Paddy
23,12,10,26,53,6.09,900,Tobacco
13,35,9,29,67,6.2,418,Barley
32,8,0,37,51,6.98,589,Millets
35,4,4,35,60,6.33,657,Maize
12,9,18,29,51,7.74,411,Oil seeds
40,6,19,29,70,6.1,759,Maize
8,36,11,27,69,8.01,910,Cotton
23,36,12,27,66,7.38,522,Millets
6,16,11,35,50,7.23,1895,Sugarcane
15,9,10,26,72,6.45,755,Wheat
29,26,17,37,57,6.33,886,Ground Nuts
9,32,11,27,54,7.23,564,Maize
4,37,15,35,63,6.76,423,Oil seeds
14,9,12,32,60,7.67,1108,Cotton
11,13,8,34,70,7.37,711,Barley
30,10,8,33,58,6.73,683,Barley
21,38,14,38,53,6.06,1309,Paddy
30,20,6,33,54,7.38,432,Oil seeds
14,40,0,33,57,7.03,552,Pulses
31,38,15,36,66,7.42,1173,Cotton
24,15,16,28,61,7.1,861,Pulses
14,34,2,26,52,6.72,543,Oil seeds
4,25,5,28,55,5.5,986,Tobacco
13,9,7,32,63,6.64,889,Tobacco
12,5,6,37,60,7.76,430,Wheat
25,26,6,28,51,7,1029,Cotton
36,12,10,33,71,6.81,732,Ground Nuts
21,23,4,33,72,6.83,522,Millets
39,0,16,33,54,7.06,725,Maize
17,26,19,38,66,6.87,1201,Paddy
24,10,12,36,53,6.68,846,Ground Nuts
23,29,2,33,69,6.29,1104,Paddy
27,41,3,29,56,6.28,476,Wheat
11,32,6,25,62,7.12,1052,Cotton
25,25,14,31,62,6.44,625,Maize
6,35,4,25,71,6.1,1314,Paddy
28,5,11,34,62,5.55,793,Tobacco
22,9,12,26,52,7.41,488,Millets
26,4,6,28,60,6.76,1190,Paddy
10,3,14,34,56,7.89,631,Oil seeds
19,17,16,36,68,7.82,912,Cotton
31,0,18,28,60,6.94,778,Barley
26,38,14,26,56,6.04,861,Wheat
12,14,13,26,61,7.05,1949,Sugarcane
5,25,2,37,59,6.1,471,Pulses
22,41,3,27,59,6.81,719,Maize
23,20,15,34,64,6.56,414,Barley
29,38,13,30,69,7.49,783,Wheat
38,29,19,35,69,7.6,748,Oil seeds
26,4,9,31,53,6.71,546,Maize
4,6,2,32,65,6.91,695,Wheat
35,19,2,29,63,6.04,659,Pulses
8,14,10,34,69,7.47,1070,Cotton
30,9,7,38,51,5.93,738,Tobacco
40,8,9,25,65,7.31,764,Barley
23,11,7,34,64,7.71,775,Cotton
14,34,13,37,60,6.4,1291,Paddy
41,18,2,29,65,6.27,897,Pulses
11,24,13,33,50,6.04,1002,Paddy
31,3,0,30,67,6.18,388,Barley
21,23,14,38,56,6.93,759,Maize
25,40,3,31,62,6.56,1021,Paddy
7,17,13,31,57,5.6,964,Tobacco
27,13,14,26,56,5.94,741,Tobacco
39,26,19,33,72,7.61,518,Oil seeds
12,34,15,36,53,6.49,653,Barley
29,11,4,31,68,7.55,602,Oil seeds
19,27,16,32,57,6.77,503,Barley
38,19,6,27,56,6.25,750,Tobacco
32,13,0,30,51,6.17,1768,Sugarcane
37,4,15,27,68,6.09,695,Pulses
9,38,1,36,68,6.79,1143,Ground Nuts
36,2,11,28,53,6.59,626,Maize
26,11,15,28,58,6.1,751,Barley
29,12,14,27,65,5.54,1436,Paddy
23,33,1,34,60,6.01,750,Barley
32,8,10,26,69,7.46,419,Oil seeds
9,39,6,34,58,6.45,711,Tobacco
38,41,1,34,69,7.68,517,Wheat
32,12,0,34,59,6.91,1400,Sugarcane
17,19,2,31,50,6.45,509,Wheat
15,22,13,25,70,6.28,488,Pulses
13,7,11,29,61,6.59,408,Barley
41,22,13,36,51,6.34,1167,Ground Nuts
24,0,16,32,61,6.21,394,Millets
42,13,6,29,62,7.45,764,Pulses
9,41,9,30,51,7.56,893,Cotton
34,18,12,35,55,7.66,633,Wheat
14,13,18,38,51,8,1142,Cotton
18,3,1,37,66,5.92,837,Tobacco
17,12,16,26,70,6.27,1053,Ground Nuts
30,39,13,28,63,6.91,511,Barley
41,27,18,36,63,6.56,1114,Sugarcane
25,38,1,27,68,7.75,614,Wheat
30,14,4,37,54,5.68,744,Tobacco
32,31,4,33,62,7.14,1873,Sugarcane
42,15,14,30,64,6.66,1351,Sugarcane
30,23,18,31,64,6.91,1046,Paddy
18,39,6,37,59,6.02,498,Millets
9,26,6,34,51,7.04,667,Maize
10,8,12,32,57,6.43,507,Barley
31,0,2,37,58,6.33,734,Maize
27,30,18,27,60,6.6,739,Oil seeds
32,1,5,29,72,6.69,1576,Sugarcane
17,41,1,30,72,6.53,446,Millets
33,6,18,25,64,5.68,903,Tobacco
9,6,8,30,65,7.08,480,Millets
10,23,11,26,53,6.41,1930,Sugarcane
39,31,13,33,61,7.6,769,Cotton
37,28,2,27,64,7.17,582,Maize
9,13,16,37,56,6.58,1946,Sugarcane
11,36,5,38,59,7.3,1023,Cotton
41,12,14,28,51,6.41,964,Ground Nuts
15,14,14,37,62,6.5,1586,Sugarcane
22,10,4,32,50,6.92,450,Pulses
26,18,6,35,71,6.05,951,Wheat
33,4,3,33,65,6.34,698,Ground Nuts
13,21,3,29,50,6.99,605,Barley
19,5,6,36,54,6.95,665,Maize
23,22,7,28,70,6.69,1139,Paddy
14,17,5,30,52,7.67,731,Oil seeds
20,39,17,30,58,6.26,699,Pulses
9,20,7,36,63,7.32,1093,Cotton
4,0,5,32,59,7.48,346,Millets
22,33,15,38,66,7.36,790,Pulses
28,17,8,37,53,6.71,1326,Sugarcane
32,20,8,36,56,7.11,1070,Cotton
15,22,1,38,54,6.92,1202,Paddy
36,24,3,34,63,6.43,379,Millets
39,35,15,36,54,7.36,832,Cotton
41,5,12,28,56,5.76,995,Tobacco
40,37,6,31,60,6.45,1384,Paddy
42,6,11,31,65,6.84,777,Ground Nuts
20,25,7,29,63,6.12,786,Maize
4,33,5,35,71,6.66,619,Pulses
35,31,12,31,64,6.99,1744,Sugarcane
23,38,7,31,52,7.64,600,Oil seeds
19,12,10,29,62,6.29,422,Wheat
28,9,11,33,60,6.05,774,Wheat
6,9,13,34,57,6.65,858,Pulses
6,22,0,27,69,7.32,1882,Sugarcane
13,26,3,31,68,7.46,1870,Sugarcane
11,33,2,30,68,6.21,1887,Sugarcane
21,36,12,36,64,5.72,1105,Paddy
31,39,13,25,56,7.67,784,Oil seeds
32,15,1,28,51,6.13,631,Wheat
5,31,10,26,62,7.04,729,Cotton
6,27,10,30,71,6.49,728,Tobacco
34,9,18,37,62,6.78,704,Barley
18,22,2,35,68,6,1094,Paddy
42,41,18,34,65,6.36,1135,Paddy
5,9,14,37,63,7.08,1999,Sugarcane
10,6,7,26,69,7.11,874,Pulses
29,17,19,29,64,7.18,614,Maize
11,27,8,26,62,6.68,328,Millets
31,24,19,34,50,7.71,626,Wheat
26,27,16,25,51,6.28,338,Barley
41,38,5,25,53,6.16,876,Ground Nuts
24,35,8,25,52,7.37,320,Millets
36,29,5,33,63,6.68,1394,Sugarcane
37,26,3,34,53,6.75,1406,Sugarcane
7,28,9,28,71,6.45,799,Barley
42,30,12,25,59,6.31,764,Maize
30,1,16,32,69,6.79,766,Maize
35,17,10,25,59,6.82,822,Pulses
30,0,14,34,57,6.14,1121,Paddy
22,7,6,34,69,5.67,890,Tobacco
14,3,2,27,62,5.86,928,Tobacco
22,37,3,30,69,6.35,720,Tobacco
22,28,0,36,68,5.76,926,Tobacco
19,10,7,25,54,7.32,688,Pulses
40,27,14,34,59,7.06,747,Wheat
23,16,17,28,60,6.54,858,Tobacco
34,42,17,35,58,7.07,447,Barley
7,11,18,28,62,6.52,784,Tobacco
28,4,11,35,51,6.38,895,Pulses
10,4,19,25,66,6.45,414,Wheat
8,27,14,37,56,6.76,637,Oil seeds
28,11,3,28,64,7.46,512,Millets
17,37,4,35,54,7.86,752,Oil seeds
16,29,3,32,54,7.18,305,Millets
25,34,17,25,66,6.14,1392,Sugarcane
39,16,2,25,59,6.18,484,Millets
5,39,2,37,72,7.27,1408,Sugarcane
40,36,10,31,61,7.34,920,Wheat
6,37,7,37,58,6.19,776,Barley
40,11,3,38,61,6.94,1485,Paddy
17,42,2,28,66,7.09,1166,Sugarcane
20,22,4,28,72,6.64,769,Tobacco
4,18,1,35,59,7.37,463,Wheat
24,20,7,32,71,6.19,638,Wheat
11,37,7,29,67,6.31,1024,Paddy
9,6,13,33,67,7.11,1151,Cotton
37,36,4,30,54,6.06,641,Maize
10,37,17,33,54,7.45,1071,Cotton
22,0,16,28,62,7.3,366,Barley
25,22,11,25,56,6.76,609,Wheat
4,7,9,31,71,5.78,840,Tobacco
5,25,19,28,59,7.28,801,Cotton
11,28,14,25,67,7.45,651,Pulses
11,28,19,32,62,6.67,1197,Sugarcane
26,30,19,37,52,7.2,618,Oil seeds
6,18,11,33,70,6.69,683,Ground Nuts
14,27,16,33,65,7,730,Maize
35,6,11,32,64,7.13,608,Oil seeds
6,32,17,38,72,6.77,743,Maize
17,35,8,37,63,6.02,815,Wheat
28,4,1,34,72,7.35,320,Millets
12,37,13,27,65,6.24,701,Barley
22,39,19,31,53,6.87,601,Pulses
34,3,15,35,55,7.27,686,Oil seeds
14,18,11,36,54,7.02,687,Oil seeds
6,37,3,26,52,7.22,597,Oil seeds
29,31,16,38,58,7.93,619,Oil seeds
39,26,3,32,55,6.08,713,Barley
18,6,14,35,50,7.19,352,Millets
18,17,6,38,69,7.08,1728,Sugarcane
6,31,5,27,61,6.4,790,Tobacco
26,24,12,27,60,6.33,480,Millets
20,32,7,25,56,6.28,478,Barley
20,40,16,27,68,7.14,1106,Ground Nuts
5,39,16,38,62,7.07,753,Oil seeds
30,1,16,37,70,7.65,1193,Cotton
42,12,1,38,57,6.02,1040,Ground Nuts
9,14,15,26,65,6.05,1014,Ground Nuts
25,12,9,34,56,6.18,743,Barley
34,33,0,29,60,7,403,Millets
33,37,9,30,66,7.02,562,Barley
38,17,14,31,64,6.49,760,Barley
27,14,17,34,58,6.34,624,Ground Nuts
20,26,14,36,62,7.58,781,Oil seeds
36,26,15,36,55,7.4,671,Maize
29,29,0,25,61,7.48,751,Maize
33,30,18,25,63,6.82,535,Oil seeds
30,19,15,27,55,7.1,1184,Cotton
29,8,11,28,60,7.33,766,Wheat
17,21,17,26,59,6.66,775,Oil seeds
7,24,18,32,61,7.28,535,Maize
26,38,12,37,52,6.17,369,Barley
28,27,7,33,61,6.27,481,Millets
38,31,14,36,58,6.75,634,Maize
29,15,2,26,66,6.07,928,Tobacco
35,30,12,26,66,5.58,1117,Paddy
34,1,13,34,72,5.84,716,Tobacco
19,35,2,33,64,6.08,1082,Paddy
24,15,15,38,65,6.23,455,Pulses
32,8,1,27,58,7.22,722,Oil seeds
38,16,2,27,58,5.8,952,Tobacco
24,0,6,33,52,7.22,1533,Sugarcane
40,21,19,35,62,6.84,576,Oil seeds
12,13,5,30,64,6.97,660,Maize
22,15,3,25,70,6.86,1565,Sugarcane
18,17,19,29,62,7.21,790,Barley
35,20,17,28,66,6.82,590,Maize
11,31,10,27,68,6.09,654,Barley
18,36,3,26,69,6.24,892,Tobacco
27,18,4,36,68,6.75,582,Pulses
16,6,7,29,50,6.07,394,Barley
25,3,5,32,71,6.34,950,Tobacco
42,0,1,31,70,7.5,354,Millets
32,39,8,32,50,6.27,1111,Ground Nuts
36,27,9,28,58,6.78,541,Ground Nuts
31,32,15,27,54,6.94,448,Pulses
31,5,2,35,54,7.3,732,Cotton
26,42,16,34,53,6.48,379,Millets
24,13,15,30,70,6.92,433,Oil seeds
23,3,4,27,70,6.06,700,Maize
5,34,17,29,68,6.16,354,Barley
22,9,18,37,53,6.17,586,Millets
42,18,3,32,53,6.54,536,Pulses
13,32,0,34,72,6.29,1412,Paddy
18,42,19,34,70,5.93,1197,Paddy
26,1,19,25,59,6.06,961,Tobacco
19,12,8,33,64,6.04,679,Tobacco
4,41,10,29,63,6.21,612,Wheat
4,7,15,27,66,6.01,309,Millets
33,40,12,26,54,6.58,729,Wheat
7,32,10,35,50,6.7,504,Maize
7,4,8,27,56,5.69,899,Tobacco
29,41,17,30,72,5.9,946,Tobacco
13,22,14,36,65,7.04,1058,Ground Nuts
6,2,8,34,53,6.95,1556,Sugarcane
39,40,3,25,54,7.1,649,Maize
40,23,11,30,71,7.35,576,Maize
26,18,0,32,62,6.62,1604,Sugarcane
12,7,15,26,52,6.34,598,Maize
7,18,4,34,61,7.4,580,Barley
28,6,7,32,52,5.73,1064,Paddy
36,7,2,38,64,7.93,578,Oil seeds
19,30,18,30,54,6.38,1133,Ground Nuts
17,35,14,25,68,7.21,742,Cotton
42,32,8,25,61,6.61,1104,Sugarcane
16,33,6,29,59,6.59,707,Oil seeds
12,42,14,29,65,6.54,633,Maize
15,0,10,35,51,7.3,442,Barley
32,1,10,35,53,6.29,712,Ground Nuts
24,41,17,37,63,6.32,551,Ground Nuts
21,4,18,34,71,6.27,757,Maize
22,6,3,31,55,6.81,818,Wheat
23,37,11,31,59,6.98,374,Barley
14,8,15,35,71,6.97,500,Oil seeds
27,16,10,37,53,7.16,1557,Sugarcane
7,3,19,25,56,7.36,528,Barley
16,8,16,31,55,7.5,993,Cotton
31,11,8,26,55,7.09,1129,Ground Nuts
4,20,16,28,64,6.21,795,Maize
12,42,2,31,61,7.39,863,Pulses
36,23,14,31,65,6.37,736,Tobacco
27,14,3,34,72,6.64,641,Maize
5,9,12,36,67,7.28,1776,Sugarcane
42,37,0,34,58,7.56,1078,Cotton
16,6,6,35,70,7.15,541,Maize
24,19,19,34,64,7.21,421,Barley
31,19,15,26,70,7.25,1091,Sugarcane
32,12,6,29,54,6.57,584,Ground Nuts
27,18,18,35,72,6.55,707,Wheat
26,17,5,26,62,6.28,693,Pulses
12,8,7,30,60,6.03,1318,Paddy
7,12,18,35,54,7.2,482,Millets
4,24,18,26,58,6.02,1070,Sugarcane
18,1,17,35,71,6.35,624,Tobacco
37,23,0,35,67,8.17,802,Cotton
25,23,12,36,57,7.19,744,Maize
32,9,16,36,68,8.18,906,Cotton
11,16,17,26,51,7.39,785,Wheat
11,7,1,31,57,6.99,448,Millets
16,5,18,35,72,6.83,1274,Paddy
17,0,6,35,52,6.68,782,Pulses
10,11,10,34,66,6.79,520,Wheat
37,41,9,35,53,7.1,458,Millets
35,5,14,33,55,6.89,572,Millets
21,23,2,25,65,5.51,999,Tobacco
12,37,1,32,52,6.31,1165,Sugarcane
31,29,10,25,65,6.56,707,Oil seeds
25,18,9,30,68,7.11,900,Cotton
20,32,8,37,53,7.25,720,Cotton
21,40,6,30,53,6.01,611,Ground Nuts
24,28,9,34,60,6.48,809,Ground Nuts
7,2,7,32,60,6.29,686,Barley
37,16,10,28,58,6.85,505,Maize
15,30,16,37,56,6.86,1094,Paddy
